Severity,Site Name,Source System,Life Span (minutes),Alarm Name,First Time Detected,Last Time Cleared,Alarmed Object Name,Last Time Detected,Alarmed Object Type,Alarmed Object Source System,Alarm Type,Probable Cause,Specific Problem,Is Service Affecting,Alarm ID,Previous Severity,Number Of Occurrences,Additional Text
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1477,SR_RESTORED,2024/12/01 11:27:38 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61026684,2024/12/01 11:27:38 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723849,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055737.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_32_A_533,fdn:realm:evt:optics,1482,Unauthorized access attempt,2024/12/01 11:22:14 970 +05:30 GMT,,"P_32_A_533/nms_snmp SNMP:172.30.76.223,COM,NULL,NULL:61022858",2024/12/01 11:22:14 970 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723848,indeterminate,1,Unauthorized access attempt
indeterminate,P_8_A_811,fdn:realm:evt:optics,1477,Unauthorized access attempt,2024/12/01 11:27:36 133 +05:30 GMT,,"P_8_A_811/nms_snmp SNMP:172.30.76.223,COM,NULL,NULL:61026646",2024/12/01 11:27:36 133 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723847,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_062,fdn:realm:evt:optics,1477,SR_SIGNAL_FAIL,2024/12/01 11:27:36 095 +05:30 GMT,,EML_405_SNA:P_24X_A_062:ODUFLEX-1-21-2:61026645,2024/12/01 11:27:36 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723846,indeterminate,1,"{userlabel=GHT-BCAS-GSR-A-A9031, elementTime=20241201055735.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*74713/FTPn=*ODUFLEX-1-21-2/:FTPn, NEUserLabel=GHT-BCAS-GSR-A-A9031, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=74713, neactualactunit=Protection, eventCause=failureRelated, productname=1830PSS, conditionType=Protection Selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_062,fdn:realm:evt:optics,1477,SR_RESTORED,2024/12/01 11:27:37 095 +05:30 GMT,,EML_405_SNA:P_24X_A_062:ODUFLEX-1-21-2:61026657,2024/12/01 11:27:37 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723845,indeterminate,1,"{userlabel=GHT-BCAS-GSR-A-A9031, elementTime=20241201055736.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*74713/FTPn=*ODUFLEX-1-21-2/:FTPn, NEUserLabel=GHT-BCAS-GSR-A-A9031, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=74713, neactualactunit=Protection, eventCause=failureRelated, productname=1830PSS, conditionType=Protection Selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_8_A_597,fdn:realm:evt:optics,1477,Unauthorized access attempt,2024/12/01 11:27:36 715 +05:30 GMT,,"P_8_A_597/nms_snmp SNMP:172.30.76.222,COM,NULL,NULL:61026647",2024/12/01 11:27:36 715 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723844,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1477,SR_SIGNAL_FAIL,2024/12/01 11:27:37 111 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61026658,2024/12/01 11:27:37 111 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723843,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055736.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1482,SR_SIGNAL_FAIL,2024/12/01 11:22:16 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61022869,2024/12/01 11:22:16 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723842,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055215.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_32_A_533,fdn:realm:evt:optics,1482,Unauthorized access attempt,2024/12/01 11:22:09 968 +05:30 GMT,,"P_32_A_533/nms_snmp SNMP:172.30.76.223,COM,NULL,NULL:61022825",2024/12/01 11:22:09 968 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723822,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1482,SR_SIGNAL_FAIL,2024/12/01 11:22:10 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61022826,2024/12/01 11:22:10 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723821,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055209.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_64_A_059,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:07 847 +05:30 GMT,,EML_217_SNA:P_64_A_059:ODU4ODU1-1-1-72-4001-71:61024686,2024/12/01 11:25:07 847 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723820,indeterminate,1,"{userlabel=UPR-TGRJ-BHP-R-A076#OCS, elementTime=20241201055506.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_217_SNA/NE_n=*46670/FTPn=*ODU4-1-1-72-4001/CTPn=*//odu1=71/:CTPn, NEUserLabel=UPR-TGRJ-BHP-R-A076#OCS, emlImInstance=EML_217_SNA, LayerRate=250, neInstance=46670, neactualactunit=NA, eventCause=, productname=1830PSS, conditionType=Protection Selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_64_A_059,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:07 860 +05:30 GMT,,EML_217_SNA:P_64_A_059:ODU4ODU1-1-1-72-4001-71:61024687,2024/12/01 11:25:07 860 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723819,indeterminate,1,"{userlabel=UPR-TGRJ-BHP-R-A076#OCS, elementTime=20241201055506.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_217_SNA/NE_n=*46670/FTPn=*ODU4-1-1-72-4001/CTPn=*//odu1=71/:CTPn, NEUserLabel=UPR-TGRJ-BHP-R-A076#OCS, emlImInstance=EML_217_SNA, LayerRate=250, neInstance=46670, neactualactunit=NA, eventCause=, productname=1830PSS, conditionType=Protection Selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:07 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61024680,2024/12/01 11:25:07 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723818,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055506.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_4_A_1279,fdn:realm:evt:optics,1479,REMOVEMOD,2024/12/01 11:25:06 000 +05:30 GMT,,P_4_A_1279/AHPHG-1-7:61024681,2024/12/01 11:25:06 000 +05:30 GMT,REMOVEMOD,,equipmentAlarm,REMOVEMOD,REMOVE_MOD,0.0,fdn:model:fm:HistoricalAlarm:490723817,indeterminate,1,"{userLabel=VAJ-TGAS-KSD-T-A1664/AHPHG-1-7,eventDetails=null,sessionNumber=null,ProtectionType=Card Reset}"
indeterminate,P_8_A_320,fdn:realm:evt:optics,1479,Unauthorized access attempt,2024/12/01 11:25:08 855 +05:30 GMT,,"P_8_A_320/nms_snmp SNMP:172.30.76.222,COM,NULL,NULL:61024696",2024/12/01 11:25:08 855 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723816,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1482,SR_SIGNAL_FAIL,2024/12/01 11:22:07 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61022790,2024/12/01 11:22:07 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723815,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055206.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_64_A_059,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:07 873 +05:30 GMT,,EML_217_SNA:P_64_A_059:ODU4ODU1-1-1-72-1101-4:61024688,2024/12/01 11:25:07 873 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723814,indeterminate,1,"{userlabel=UPR-TGRJ-BHP-R-A076#OCS, elementTime=20241201055506.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_217_SNA/NE_n=*46670/FTPn=*ODU4-1-1-72-1101/CTPn=*//odu1=4/:CTPn, NEUserLabel=UPR-TGRJ-BHP-R-A076#OCS, emlImInstance=EML_217_SNA, LayerRate=250, neInstance=46670, neactualactunit=NA, eventCause=, productname=1830PSS, conditionType=Protection Selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1479,SR_RESTORED,2024/12/01 11:25:08 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61024693,2024/12/01 11:25:08 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723813,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055507.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:10 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61024712,2024/12/01 11:25:10 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723812,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055509.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_64_A_059,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:08 847 +05:30 GMT,,EML_217_SNA:P_64_A_059:ODU4ODU1-1-1-72-1101-4:61024697,2024/12/01 11:25:08 847 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723811,indeterminate,1,"{userlabel=UPR-TGRJ-BHP-R-A076#OCS, elementTime=20241201055506.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_217_SNA/NE_n=*46670/FTPn=*ODU4-1-1-72-1101/CTPn=*//odu1=4/:CTPn, NEUserLabel=UPR-TGRJ-BHP-R-A076#OCS, emlImInstance=EML_217_SNA, LayerRate=250, neInstance=46670, neactualactunit=NA, eventCause=, productname=1830PSS, conditionType=Protection Selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1482,SR_RESTORED,2024/12/01 11:22:08 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61022797,2024/12/01 11:22:08 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723810,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055207.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_24X_A_137,fdn:realm:evt:optics,1477,SR_MANUAL_SWITCH,2024/12/01 11:27:30 868 +05:30 GMT,,EML_105_SNA:P_24X_A_137:ODUFLEX-3-28-6:61026573,2024/12/01 11:27:30 868 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_MANUAL_SWITCH,0.0,fdn:model:fm:HistoricalAlarm:490723809,indeterminate,1,"{userlabel=NOD-BCUP-S57-A-A9060, elementTime=20241201055729.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_105_SNA/NE_n=*72930/FTPn=*ODUFLEX-3-28-6/:FTPn, NEUserLabel=NOD-BCUP-S57-A-A9060, emlImInstance=EML_105_SNA, LayerRate=248, evtcause=failureRelated, neInstance=72930, neactualactunit=Working, eventCause=failureRelated, productname=1830PSS, conditionType=Manual switch to working, conditionEffect=Standing condition, switchReason=Manual switch, NEType=1830PSS}"
indeterminate,P_8_A_175,fdn:realm:evt:optics,1479,Unauthorized access attempt,2024/12/01 11:25:10 477 +05:30 GMT,,"P_8_A_175/nms_snmp SNMP:172.30.76.223,COM,NULL,NULL:61024713",2024/12/01 11:25:10 477 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723808,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:13 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61024726,2024/12/01 11:25:13 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723807,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055512.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_8_A_1036,fdn:realm:evt:optics,1482,Unauthorized access attempt,2024/12/01 11:22:10 790 +05:30 GMT,,"P_8_A_1036/nms_snmp SNMP:172.30.76.222,COM,NULL,NULL:61022831",2024/12/01 11:22:10 790 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723806,indeterminate,1,Unauthorized access attempt
indeterminate,P_8_A_811,fdn:realm:evt:optics,1477,Unauthorized access attempt,2024/12/01 11:27:31 128 +05:30 GMT,,"P_8_A_811/nms_snmp SNMP:172.30.76.223,COM,NULL,NULL:61026578",2024/12/01 11:27:31 128 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723805,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1477,SR_SIGNAL_FAIL,2024/12/01 11:27:31 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61026577,2024/12/01 11:27:31 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723804,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055730.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1482,SR_RESTORED,2024/12/01 11:22:11 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61022836,2024/12/01 11:22:11 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723803,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055210.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1479,SR_SIGNAL_FAIL,2024/12/01 11:25:28 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61024888,2024/12/01 11:25:28 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723802,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055527.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_4_A_1279,fdn:realm:evt:optics,1481,INSERTMOD,2024/12/01 11:22:57 000 +05:30 GMT,,P_4_A_1279/AHPHG-1-7:61023282,2024/12/01 11:22:57 000 +05:30 GMT,INSERTMOD,,equipmentAlarm,INSERTMOD,INSERT_MOD,0.0,fdn:model:fm:HistoricalAlarm:490723801,indeterminate,1,"{userLabel=VAJ-TGAS-KSD-T-A1664/AHPHG-1-7,eventDetails=,              ,,sessionNumber=,ProtectionType=Card Reset}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1481,SR_SIGNAL_FAIL,2024/12/01 11:22:58 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61023281,2024/12/01 11:22:58 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_SIGNAL_FAIL,0.0,fdn:model:fm:HistoricalAlarm:490723800,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055257.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Standing condition, switchReason=Signal fail, NEType=1830PSS}"
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1481,SR_RESTORED,2024/12/01 11:22:59 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61023289,2024/12/01 11:22:59 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723799,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055258.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_8_A_1453,fdn:realm:evt:optics,1479,Unauthorized access attempt,2024/12/01 11:25:28 926 +05:30 GMT,,"P_8_A_1453/nms_snmp SNMP:172.30.76.222,COM,NULL,NULL:61024894",2024/12/01 11:25:28 926 +05:30 GMT,Unauthorized access attempt,,equipmentAlarm,Unauthorized access attempt,tnSecurityUnauthAccessAttemptNotif,0.0,fdn:model:fm:HistoricalAlarm:490723798,indeterminate,1,Unauthorized access attempt
indeterminate,P_24X_A_153,fdn:realm:evt:optics,1479,SR_RESTORED,2024/12/01 11:25:29 095 +05:30 GMT,,EML_405_SNA:P_24X_A_153:ODUFLEX-1-28-10:61024895,2024/12/01 11:25:29 095 +05:30 GMT,SNCP Protection Event,,equipmentAlarm,SNCP Protection Event,SR_RESTORED,0.0,fdn:model:fm:HistoricalAlarm:490723797,indeterminate,1,"{userlabel=PUN-NTMH-EPK-C-N1021, elementTime=20241201055528.0+0000, protectionType=PT_SNCP, fdnMapper=NC_n=*EML_405_SNA/NE_n=*80164/FTPn=*ODUFLEX-1-28-10/:FTPn, NEUserLabel=PUN-NTMH-EPK-C-N1021, emlImInstance=EML_405_SNA, LayerRate=248, evtcause=failureRelated, neInstance=80164, neactualactunit=NA, eventCause=failureRelated, productname=1830PSS, conditionType=Working selected, Signal Fail or Degrade, conditionEffect=Clear condition, switchReason=Restored, NEType=1830PSS}"
indeterminate,P_4_A_1279,fdn:realm:evt:optics,1476,INSERTMOD,2024/12/01 11:28:05 000 +05:30 GMT,,P_4_A_1279/AHPHG-1-7:61027271,2024/12/01 11:28:05 000 +05:30 GMT,INSERTMOD,,equipmentAlarm,INSERTMOD,INSERT_MOD,0.0,fdn:model:fm:HistoricalAlarm:490723796,indeterminate,1,"{userLabel=VAJ-TGAS-KSD-T-A1664/AHPHG-1-7,eventDetails=,              ,,sessionNumber=,ProtectionType=Card Reset}"
